,Data As Of,Group,State,Age Group
58551,07/07/2021,By Month,Wisconsin,1-4 years
58552,07/07/2021,By Month,Wisconsin,5-14 years
58553,07/07/2021,By Month,Wisconsin,15-24 years
58554,07/07/2021,By Month,Wisconsin,18-29 years
58555,07/07/2021,By Month,Wisconsin,25-34 years
58556,07/07/2021,By Month,Wisconsin,30-39 years
58557,07/07/2021,By Month,Wisconsin,35-44 years
58558,07/07/2021,By Month,Wisconsin,40-49 years
58559,07/07/2021,By Month,Wisconsin,45-54 years
58560,07/07/2021,By Month,Wisconsin,50-64 years
58561,07/07/2021,By Month,Wisconsin,55-64 years
58562,07/07/2021,By Month,Wisconsin,65-74 years
58563,07/07/2021,By Month,Wisconsin,75-84 years
58564,07/07/2021,By Month,Wisconsin,85 years and over
58565,07/07/2021,By Month,Wisconsin,All Ages
58566,07/07/2021,By Month,Wisconsin,Under 1 year
58567,07/07/2021,By Month,Wisconsin,0-17 years
58568,07/07/2021,By Month,Wisconsin,1-4 years
58569,07/07/2021,By Month,Wisconsin,5-14 years
58570,07/07/2021,By Month,Wisconsin,15-24 years
58571,07/07/2021,By Month,Wisconsin,18-29 years
58572,07/07/2021,By Month,Wisconsin,25-34 years
58573,07/07/2021,By Month,Wisconsin,30-39 years
58574,07/07/2021,By Month,Wisconsin,35-44 years
58575,07/07/2021,By Month,Wisconsin,40-49 years
58576,07/07/2021,By Month,Wisconsin,45-54 years
58577,07/07/2021,By Month,Wisconsin,50-64 years
58578,07/07/2021,By Month,Wisconsin,55-64 years
58579,07/07/2021,By Month,Wisconsin,65-74 years
58580,07/07/2021,By Month,Wisconsin,75-84 years
58581,07/07/2021,By Month,Wisconsin,85 years and over
58582,07/07/2021,By Month,Wisconsin,All Ages
58583,07/07/2021,By Month,Wisconsin,Under 1 year
58584,07/07/2021,By Month,Wisconsin,0-17 years
58585,07/07/2021,By Month,Wisconsin,1-4 years
58586,07/07/2021,By Month,Wisconsin,5-14 years
58587,07/07/2021,By Month,Wisconsin,15-24 years
58588,07/07/2021,By Month,Wisconsin,18-29 years
58589,07/07/2021,By Month,Wisconsin,25-34 years
58590,07/07/2021,By Month,Wisconsin,30-39 years
58591,07/07/2021,By Month,Wisconsin,35-44 years
58592,07/07/2021,By Month,Wisconsin,40-49 years
58593,07/07/2021,By Month,Wisconsin,45-54 years
58594,07/07/2021,By Month,Wisconsin,50-64 years
58595,07/07/2021,By Month,Wisconsin,55-64 years
58596,07/07/2021,By Month,Wisconsin,65-74 years
58597,07/07/2021,By Month,Wisconsin,75-84 years
58598,07/07/2021,By Month,Wisconsin,85 years and over
58599,07/07/2021,By Month,Wisconsin,All Ages
58600,07/07/2021,By Month,Wisconsin,Under 1 year
58601,07/07/2021,By Month,Wisconsin,0-17 years
58602,07/07/2021,By Month,Wisconsin,1-4 years
58603,07/07/2021,By Month,Wisconsin,5-14 years
58604,07/07/2021,By Month,Wisconsin,15-24 years
58605,07/07/2021,By Month,Wisconsin,18-29 years
58606,07/07/2021,By Month,Wisconsin,25-34 years
58607,07/07/2021,By Month,Wisconsin,30-39 years
58608,07/07/2021,By Month,Wisconsin,35-44 years
58609,07/07/2021,By Month,Wisconsin,40-49 years
58610,07/07/2021,By Month,Wisconsin,45-54 years
58611,07/07/2021,By Month,Wisconsin,50-64 years
58612,07/07/2021,By Month,Wisconsin,55-64 years
58613,07/07/2021,By Month,Wisconsin,65-74 years
58614,07/07/2021,By Month,Wisconsin,75-84 years
58615,07/07/2021,By Month,Wisconsin,85 years and over
58616,07/07/2021,By Month,Wisconsin,All Ages
58617,07/07/2021,By Month,Wisconsin,Under 1 year
58618,07/07/2021,By Month,Wisconsin,0-17 years
58619,07/07/2021,By Month,Wisconsin,1-4 years
58620,07/07/2021,By Month,Wisconsin,5-14 years
58621,07/07/2021,By Month,Wisconsin,15-24 years
58622,07/07/2021,By Month,Wisconsin,18-29 years
58623,07/07/2021,By Month,Wisconsin,25-34 years
58624,07/07/2021,By Month,Wisconsin,30-39 years
58625,07/07/2021,By Month,Wisconsin,35-44 years
58626,07/07/2021,By Month,Wisconsin,40-49 years
58627,07/07/2021,By Month,Wisconsin,45-54 years
58628,07/07/2021,By Month,Wisconsin,50-64 years
58629,07/07/2021,By Month,Wisconsin,55-64 years
58630,07/07/2021,By Month,Wisconsin,65-74 years
58631,07/07/2021,By Month,Wisconsin,75-84 years
58632,07/07/2021,By Month,Wisconsin,85 years and over
58633,07/07/2021,By Month,Wisconsin,All Ages
58634,07/07/2021,By Month,Wisconsin,Under 1 year
58635,07/07/2021,By Month,Wisconsin,0-17 years
58636,07/07/2021,By Month,Wisconsin,1-4 years
58637,07/07/2021,By Month,Wisconsin,5-14 years
58638,07/07/2021,By Month,Wisconsin,15-24 years
58639,07/07/2021,By Month,Wisconsin,18-29 years
58640,07/07/2021,By Month,Wisconsin,25-34 years
58641,07/07/2021,By Month,Wisconsin,30-39 years
58642,07/07/2021,By Month,Wisconsin,35-44 years
58643,07/07/2021,By Month,Wisconsin,40-49 years
58644,07/07/2021,By Month,Wisconsin,45-54 years
58645,07/07/2021,By Month,Wisconsin,50-64 years
58646,07/07/2021,By Month,Wisconsin,55-64 years
58647,07/07/2021,By Month,Wisconsin,65-74 years
58648,07/07/2021,By Month,Wisconsin,75-84 years
58649,07/07/2021,By Month,Wisconsin,85 years and over
58650,07/07/2021,By Month,Wyoming,All Ages
58651,07/07/2021,By Month,Wyoming,Under 1 year
58652,07/07/2021,By Month,Wyoming,0-17 years
58653,07/07/2021,By Month,Wyoming,1-4 years
58654,07/07/2021,By Month,Wyoming,5-14 years
58655,07/07/2021,By Month,Wyoming,15-24 years
58656,07/07/2021,By Month,Wyoming,18-29 years
58657,07/07/2021,By Month,Wyoming,25-34 years
58658,07/07/2021,By Month,Wyoming,30-39 years
58659,07/07/2021,By Month,Wyoming,35-44 years
58660,07/07/2021,By Month,Wyoming,40-49 years
58661,07/07/2021,By Month,Wyoming,45-54 years
58662,07/07/2021,By Month,Wyoming,50-64 years
58663,07/07/2021,By Month,Wyoming,55-64 years
58664,07/07/2021,By Month,Wyoming,65-74 years
58665,07/07/2021,By Month,Wyoming,75-84 years
58666,07/07/2021,By Month,Wyoming,85 years and over
58667,07/07/2021,By Month,Wyoming,All Ages
58668,07/07/2021,By Month,Wyoming,Under 1 year
58669,07/07/2021,By Month,Wyoming,0-17 years
58670,07/07/2021,By Month,Wyoming,1-4 years
58671,07/07/2021,By Month,Wyoming,5-14 years
58672,07/07/2021,By Month,Wyoming,15-24 years
58673,07/07/2021,By Month,Wyoming,18-29 years
58674,07/07/2021,By Month,Wyoming,25-34 years
58675,07/07/2021,By Month,Wyoming,30-39 years
58676,07/07/2021,By Month,Wyoming,35-44 years
58677,07/07/2021,By Month,Wyoming,40-49 years
58678,07/07/2021,By Month,Wyoming,45-54 years
58679,07/07/2021,By Month,Wyoming,50-64 years
58680,07/07/2021,By Month,Wyoming,55-64 years
58681,07/07/2021,By Month,Wyoming,65-74 years
58682,07/07/2021,By Month,Wyoming,75-84 years
58683,07/07/2021,By Month,Wyoming,85 years and over
58684,07/07/2021,By Month,Wyoming,All Ages
58685,07/07/2021,By Month,Wyoming,Under 1 year
58686,07/07/2021,By Month,Wyoming,0-17 years
58687,07/07/2021,By Month,Wyoming,1-4 years
58688,07/07/2021,By Month,Wyoming,5-14 years
58689,07/07/2021,By Month,Wyoming,15-24 years
58690,07/07/2021,By Month,Wyoming,18-29 years
58691,07/07/2021,By Month,Wyoming,25-34 years
58692,07/07/2021,By Month,Wyoming,30-39 years
58693,07/07/2021,By Month,Wyoming,35-44 years
58694,07/07/2021,By Month,Wyoming,40-49 years
58695,07/07/2021,By Month,Wyoming,45-54 years
58696,07/07/2021,By Month,Wyoming,50-64 years
58697,07/07/2021,By Month,Wyoming,55-64 years
58698,07/07/2021,By Month,Wyoming,65-74 years
58699,07/07/2021,By Month,Wyoming,75-84 years
58700,07/07/2021,By Month,Wyoming,85 years and over
58701,07/07/2021,By Month,Wyoming,All Ages
58702,07/07/2021,By Month,Wyoming,Under 1 year
58703,07/07/2021,By Month,Wyoming,0-17 years
58704,07/07/2021,By Month,Wyoming,1-4 years
58705,07/07/2021,By Month,Wyoming,5-14 years
58706,07/07/2021,By Month,Wyoming,15-24 years
58707,07/07/2021,By Month,Wyoming,18-29 years
58708,07/07/2021,By Month,Wyoming,25-34 years
58709,07/07/2021,By Month,Wyoming,30-39 years
58710,07/07/2021,By Month,Wyoming,35-44 years
58711,07/07/2021,By Month,Wyoming,40-49 years
58712,07/07/2021,By Month,Wyoming,45-54 years
58713,07/07/2021,By Month,Wyoming,50-64 years
58714,07/07/2021,By Month,Wyoming,55-64 years
58715,07/07/2021,By Month,Wyoming,65-74 years
58716,07/07/2021,By Month,Wyoming,75-84 years
58717,07/07/2021,By Month,Wyoming,85 years and over
58718,07/07/2021,By Month,Wyoming,All Ages
58719,07/07/2021,By Month,Wyoming,Under 1 year
58720,07/07/2021,By Month,Wyoming,0-17 years
58721,07/07/2021,By Month,Wyoming,1-4 years
58722,07/07/2021,By Month,Wyoming,5-14 years
58723,07/07/2021,By Month,Wyoming,15-24 years
58724,07/07/2021,By Month,Wyoming,18-29 years
58725,07/07/2021,By Month,Wyoming,25-34 years
58726,07/07/2021,By Month,Wyoming,30-39 years
58727,07/07/2021,By Month,Wyoming,35-44 years
58728,07/07/2021,By Month,Wyoming,40-49 years
58729,07/07/2021,By Month,Wyoming,45-54 years
58730,07/07/2021,By Month,Wyoming,50-64 years
58731,07/07/2021,By Month,Wyoming,55-64 years
58732,07/07/2021,By Month,Wyoming,65-74 years
58733,07/07/2021,By Month,Wyoming,75-84 years
58734,07/07/2021,By Month,Wyoming,85 years and over
58735,07/07/2021,By Month,Wyoming,All Ages
58736,07/07/2021,By Month,Wyoming,Under 1 year
58737,07/07/2021,By Month,Wyoming,0-17 years
58738,07/07/2021,By Month,Wyoming,1-4 years
58739,07/07/2021,By Month,Wyoming,5-14 years
58740,07/07/2021,By Month,Wyoming,15-24 years
58741,07/07/2021,By Month,Wyoming,18-29 years
58742,07/07/2021,By Month,Wyoming,25-34 years
58743,07/07/2021,By Month,Wyoming,30-39 years
58744,07/07/2021,By Month,Wyoming,35-44 years
58745,07/07/2021,By Month,Wyoming,40-49 years
58746,07/07/2021,By Month,Wyoming,45-54 years
58747,07/07/2021,By Month,Wyoming,50-64 years
58748,07/07/2021,By Month,Wyoming,55-64 years
58749,07/07/2021,By Month,Wyoming,65-74 years
58750,07/07/2021,By Month,Wyoming,75-84 years
58751,07/07/2021,By Month,Wyoming,85 years and over
58752,07/07/2021,By Month,Wyoming,All Ages
58753,07/07/2021,By Month,Wyoming,Under 1 year
58754,07/07/2021,By Month,Wyoming,0-17 years
58755,07/07/2021,By Month,Wyoming,1-4 years
58756,07/07/2021,By Month,Wyoming,5-14 years
58757,07/07/2021,By Month,Wyoming,15-24 years
58758,07/07/2021,By Month,Wyoming,18-29 years
58759,07/07/2021,By Month,Wyoming,25-34 years
58760,07/07/2021,By Month,Wyoming,30-39 years
58761,07/07/2021,By Month,Wyoming,35-44 years
58762,07/07/2021,By Month,Wyoming,40-49 years
58763,07/07/2021,By Month,Wyoming,45-54 years
58764,07/07/2021,By Month,Wyoming,50-64 years
58765,07/07/2021,By Month,Wyoming,55-64 years
58766,07/07/2021,By Month,Wyoming,65-74 years
58767,07/07/2021,By Month,Wyoming,75-84 years
58768,07/07/2021,By Month,Wyoming,85 years and over
58769,07/07/2021,By Month,Wyoming,All Ages
58770,07/07/2021,By Month,Wyoming,Under 1 year
58771,07/07/2021,By Month,Wyoming,0-17 years
58772,07/07/2021,By Month,Wyoming,1-4 years
58773,07/07/2021,By Month,Wyoming,5-14 years
58774,07/07/2021,By Month,Wyoming,15-24 years
58775,07/07/2021,By Month,Wyoming,18-29 years
58776,07/07/2021,By Month,Wyoming,25-34 years
58777,07/07/2021,By Month,Wyoming,30-39 years
58778,07/07/2021,By Month,Wyoming,35-44 years
58779,07/07/2021,By Month,Wyoming,40-49 years
58780,07/07/2021,By Month,Wyoming,45-54 years
58781,07/07/2021,By Month,Wyoming,50-64 years
58782,07/07/2021,By Month,Wyoming,55-64 years
58783,07/07/2021,By Month,Wyoming,65-74 years
58784,07/07/2021,By Month,Wyoming,75-84 years
58785,07/07/2021,By Month,Wyoming,85 years and over
58786,07/07/2021,By Month,Wyoming,All Ages
58787,07/07/2021,By Month,Wyoming,Under 1 year
58788,07/07/2021,By Month,Wyoming,0-17 years
58789,07/07/2021,By Month,Wyoming,1-4 years
58790,07/07/2021,By Month,Wyoming,5-14 years
58791,07/07/2021,By Month,Wyoming,15-24 years
58792,07/07/2021,By Month,Wyoming,18-29 years
58793,07/07/2021,By Month,Wyoming,25-34 years
58794,07/07/2021,By Month,Wyoming,30-39 years
58795,07/07/2021,By Month,Wyoming,35-44 years
58796,07/07/2021,By Month,Wyoming,40-49 years
58797,07/07/2021,By Month,Wyoming,45-54 years
58798,07/07/2021,By Month,Wyoming,50-64 years
58799,07/07/2021,By Month,Wyoming,55-64 years
58800,07/07/2021,By Month,Wyoming,65-74 years
58801,07/07/2021,By Month,Wyoming,75-84 years
58802,07/07/2021,By Month,Wyoming,85 years and over
58803,07/07/2021,By Month,Wyoming,All Ages
58804,07/07/2021,By Month,Wyoming,Under 1 year
58805,07/07/2021,By Month,Wyoming,0-17 years
58806,07/07/2021,By Month,Wyoming,1-4 years
58807,07/07/2021,By Month,Wyoming,5-14 years
58808,07/07/2021,By Month,Wyoming,15-24 years
58809,07/07/2021,By Month,Wyoming,18-29 years
58810,07/07/2021,By Month,Wyoming,25-34 years
58811,07/07/2021,By Month,Wyoming,30-39 years
58812,07/07/2021,By Month,Wyoming,35-44 years
58813,07/07/2021,By Month,Wyoming,40-49 years
58814,07/07/2021,By Month,Wyoming,45-54 years
58815,07/07/2021,By Month,Wyoming,50-64 years
58816,07/07/2021,By Month,Wyoming,55-64 years
58817,07/07/2021,By Month,Wyoming,65-74 years
58818,07/07/2021,By Month,Wyoming,75-84 years
58819,07/07/2021,By Month,Wyoming,85 years and over
58820,07/07/2021,By Month,Wyoming,All Ages
58821,07/07/2021,By Month,Wyoming,Under 1 year
58822,07/07/2021,By Month,Wyoming,0-17 years
58823,07/07/2021,By Month,Wyoming,1-4 years
58824,07/07/2021,By Month,Wyoming,5-14 years
58825,07/07/2021,By Month,Wyoming,15-24 years
58826,07/07/2021,By Month,Wyoming,18-29 years
58827,07/07/2021,By Month,Wyoming,25-34 years
58828,07/07/2021,By Month,Wyoming,30-39 years
58829,07/07/2021,By Month,Wyoming,35-44 years
58830,07/07/2021,By Month,Wyoming,40-49 years
58831,07/07/2021,By Month,Wyoming,45-54 years
58832,07/07/2021,By Month,Wyoming,50-64 years
58833,07/07/2021,By Month,Wyoming,55-64 years
58834,07/07/2021,By Month,Wyoming,65-74 years
58835,07/07/2021,By Month,Wyoming,75-84 years
58836,07/07/2021,By Month,Wyoming,85 years and over
58837,07/07/2021,By Month,Wyoming,All Ages
58838,07/07/2021,By Month,Wyoming,Under 1 year
58839,07/07/2021,By Month,Wyoming,0-17 years
58840,07/07/2021,By Month,Wyoming,1-4 years
58841,07/07/2021,By Month,Wyoming,5-14 years
58842,07/07/2021,By Month,Wyoming,15-24 years
58843,07/07/2021,By Month,Wyoming,18-29 years
58844,07/07/2021,By Month,Wyoming,25-34 years
58845,07/07/2021,By Month,Wyoming,30-39 years
58846,07/07/2021,By Month,Wyoming,35-44 years
58847,07/07/2021,By Month,Wyoming,40-49 years
58848,07/07/2021,By Month,Wyoming,45-54 years
58849,07/07/2021,By Month,Wyoming,50-64 years
58850,07/07/2021,By Month,Wyoming,55-64 years
58851,07/07/2021,By Month,Wyoming,65-74 years
58852,07/07/2021,By Month,Wyoming,75-84 years
58853,07/07/2021,By Month,Wyoming,85 years and over
58854,07/07/2021,By Month,Wyoming,All Ages
58855,07/07/2021,By Month,Wyoming,Under 1 year
58856,07/07/2021,By Month,Wyoming,0-17 years
58857,07/07/2021,By Month,Wyoming,1-4 years
58858,07/07/2021,By Month,Wyoming,5-14 years
58859,07/07/2021,By Month,Wyoming,15-24 years
58860,07/07/2021,By Month,Wyoming,18-29 years
58861,07/07/2021,By Month,Wyoming,25-34 years
58862,07/07/2021,By Month,Wyoming,30-39 years
58863,07/07/2021,By Month,Wyoming,35-44 years
58864,07/07/2021,By Month,Wyoming,40-49 years
58865,07/07/2021,By Month,Wyoming,45-54 years
58866,07/07/2021,By Month,Wyoming,50-64 years
58867,07/07/2021,By Month,Wyoming,55-64 years
58868,07/07/2021,By Month,Wyoming,65-74 years
58869,07/07/2021,By Month,Wyoming,75-84 years
58870,07/07/2021,By Month,Wyoming,85 years and over
58871,07/07/2021,By Month,Wyoming,All Ages
58872,07/07/2021,By Month,Wyoming,Under 1 year
58873,07/07/2021,By Month,Wyoming,0-17 years
58874,07/07/2021,By Month,Wyoming,1-4 years
58875,07/07/2021,By Month,Wyoming,5-14 years
58876,07/07/2021,By Month,Wyoming,15-24 years
58877,07/07/2021,By Month,Wyoming,18-29 years
58878,07/07/2021,By Month,Wyoming,25-34 years
58879,07/07/2021,By Month,Wyoming,30-39 years
58880,07/07/2021,By Month,Wyoming,35-44 years
58881,07/07/2021,By Month,Wyoming,40-49 years
58882,07/07/2021,By Month,Wyoming,45-54 years
58883,07/07/2021,By Month,Wyoming,50-64 years
58884,07/07/2021,By Month,Wyoming,55-64 years
58885,07/07/2021,By Month,Wyoming,65-74 years
58886,07/07/2021,By Month,Wyoming,75-84 years
58887,07/07/2021,By Month,Wyoming,85 years and over
58888,07/07/2021,By Month,Wyoming,All Ages
58889,07/07/2021,By Month,Wyoming,Under 1 year
58890,07/07/2021,By Month,Wyoming,0-17 years
58891,07/07/2021,By Month,Wyoming,1-4 years
58892,07/07/2021,By Month,Wyoming,5-14 years
58893,07/07/2021,By Month,Wyoming,15-24 years
58894,07/07/2021,By Month,Wyoming,18-29 years
58895,07/07/2021,By Month,Wyoming,25-34 years
58896,07/07/2021,By Month,Wyoming,30-39 years
58897,07/07/2021,By Month,Wyoming,35-44 years
58898,07/07/2021,By Month,Wyoming,40-49 years
58899,07/07/2021,By Month,Wyoming,45-54 years
58900,07/07/2021,By Month,Wyoming,50-64 years
58901,07/07/2021,By Month,Wyoming,55-64 years
58902,07/07/2021,By Month,Wyoming,65-74 years
58903,07/07/2021,By Month,Wyoming,75-84 years
58904,07/07/2021,By Month,Wyoming,85 years and over
58905,07/07/2021,By Month,Wyoming,All Ages
58906,07/07/2021,By Month,Wyoming,Under 1 year
58907,07/07/2021,By Month,Wyoming,0-17 years
58908,07/07/2021,By Month,Wyoming,1-4 years
58909,07/07/2021,By Month,Wyoming,5-14 years
58910,07/07/2021,By Month,Wyoming,15-24 years
58911,07/07/2021,By Month,Wyoming,18-29 years
58912,07/07/2021,By Month,Wyoming,25-34 years
58913,07/07/2021,By Month,Wyoming,30-39 years
58914,07/07/2021,By Month,Wyoming,35-44 years
58915,07/07/2021,By Month,Wyoming,40-49 years
58916,07/07/2021,By Month,Wyoming,45-54 years
58917,07/07/2021,By Month,Wyoming,50-64 years
58918,07/07/2021,By Month,Wyoming,55-64 years
58919,07/07/2021,By Month,Wyoming,65-74 years
58920,07/07/2021,By Month,Wyoming,75-84 years
58921,07/07/2021,By Month,Wyoming,85 years and over
58922,07/07/2021,By Month,Wyoming,All Ages
58923,07/07/2021,By Month,Wyoming,Under 1 year
58924,07/07/2021,By Month,Wyoming,0-17 years
58925,07/07/2021,By Month,Wyoming,1-4 years
58926,07/07/2021,By Month,Wyoming,5-14 years
58927,07/07/2021,By Month,Wyoming,15-24 years
58928,07/07/2021,By Month,Wyoming,18-29 years
58929,07/07/2021,By Month,Wyoming,25-34 years
58930,07/07/2021,By Month,Wyoming,30-39 years
58931,07/07/2021,By Month,Wyoming,35-44 years
58932,07/07/2021,By Month,Wyoming,40-49 years
58933,07/07/2021,By Month,Wyoming,45-54 years
58934,07/07/2021,By Month,Wyoming,50-64 years
58935,07/07/2021,By Month,Wyoming,55-64 years
58936,07/07/2021,By Month,Wyoming,65-74 years
58937,07/07/2021,By Month,Wyoming,75-84 years
58938,07/07/2021,By Month,Wyoming,85 years and over
58939,07/07/2021,By Month,Wyoming,All Ages
58940,07/07/2021,By Month,Wyoming,Under 1 year
58941,07/07/2021,By Month,Wyoming,0-17 years
58942,07/07/2021,By Month,Wyoming,1-4 years
58943,07/07/2021,By Month,Wyoming,5-14 years
58944,07/07/2021,By Month,Wyoming,15-24 years
58945,07/07/2021,By Month,Wyoming,18-29 years
58946,07/07/2021,By Month,Wyoming,25-34 years
58947,07/07/2021,By Month,Wyoming,30-39 years
58948,07/07/2021,By Month,Wyoming,35-44 years
58949,07/07/2021,By Month,Wyoming,40-49 years
58950,07/07/2021,By Month,Wyoming,45-54 years
58951,07/07/2021,By Month,Wyoming,50-64 years
58952,07/07/2021,By Month,Wyoming,55-64 years
58953,07/07/2021,By Month,Wyoming,65-74 years
58954,07/07/2021,By Month,Wyoming,75-84 years
58955,07/07/2021,By Month,Wyoming,85 years and over
58956,07/07/2021,By Month,Wyoming,All Ages
58957,07/07/2021,By Month,Wyoming,Under 1 year
58958,07/07/2021,By Month,Wyoming,0-17 years
58959,07/07/2021,By Month,Wyoming,1-4 years
58960,07/07/2021,By Month,Wyoming,5-14 years
58961,07/07/2021,By Month,Wyoming,15-24 years
58962,07/07/2021,By Month,Wyoming,18-29 years
58963,07/07/2021,By Month,Wyoming,25-34 years
58964,07/07/2021,By Month,Wyoming,30-39 years
58965,07/07/2021,By Month,Wyoming,35-44 years
58966,07/07/2021,By Month,Wyoming,40-49 years
58967,07/07/2021,By Month,Wyoming,45-54 years
58968,07/07/2021,By Month,Wyoming,50-64 years
58969,07/07/2021,By Month,Wyoming,55-64 years
58970,07/07/2021,By Month,Wyoming,65-74 years
58971,07/07/2021,By Month,Wyoming,75-84 years
58972,07/07/2021,By Month,Wyoming,85 years and over
58973,07/07/2021,By Month,Wyoming,All Ages
58974,07/07/2021,By Month,Wyoming,Under 1 year
58975,07/07/2021,By Month,Wyoming,0-17 years
58976,07/07/2021,By Month,Wyoming,1-4 years
58977,07/07/2021,By Month,Wyoming,5-14 years
58978,07/07/2021,By Month,Wyoming,15-24 years
58979,07/07/2021,By Month,Wyoming,18-29 years
58980,07/07/2021,By Month,Wyoming,25-34 years
58981,07/07/2021,By Month,Wyoming,30-39 years
58982,07/07/2021,By Month,Wyoming,35-44 years
58983,07/07/2021,By Month,Wyoming,40-49 years
58984,07/07/2021,By Month,Wyoming,45-54 years
58985,07/07/2021,By Month,Wyoming,50-64 years
